,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
370,0.6%,3.2%,28.7%,48.5%,19.1%,杰西·艾森伯格,373020,['\n        '],"['2013-10-10(中国大陆)', '2013-05-21(纽约首映)', '2013-05-31(美国)']",路易斯·莱特里尔,['\n        '],惊天魔盗团 Now You See Me,7.6,鲍兹·亚金,115分钟,"['剧情', '悬疑', '犯罪']"
371,0.6%,2.1%,17.6%,45.2%,34.6%,沙尔托·科普雷,302525,['\n        '],"['2009-11-27(中国大陆)', '2009-08-14(美国)']",尼尔·布洛姆坎普,[' '],第九区 District 9,8.2,尼尔·布洛姆坎普,112分钟,"['剧情', '动作', '科幻', '惊悚']"
372,0.3%,1.8%,21.0%,49.3%,27.7%,威尔·史密斯,282386,['\n        '],['2007-12-14(美国)'],弗朗西斯·劳伦斯,['\n        '],我是传奇 I Am Legend,8.0,马克·波托塞维奇,101分钟,"['剧情', '科幻', '恐怖']"
373,0.1%,0.6%,11.6%,49.2%,38.4%,巩俐,144766,['\n        '],['1991-09-10(威尼斯电影节/多伦多电影节)'],张艺谋,['\n        '],大红灯笼高高挂,8.5,倪震,125 分钟,['剧情']
374,0.1%,0.9%,18.7%,48.6%,31.7%,曼迪·摩尔,171271,['\n        '],"['2011-02-03(中国台湾)', '2010-11-24(美国)']",内森·格雷诺,['\n        '],魔发奇缘 Tangled,8.2,雅各布·格林,100分钟,"['喜剧', '动画', '冒险']"
375,0.1%,1.0%,19.3%,52.8%,26.7%,威尔·史密斯,223710,['\n        '],['1997-07-02(美国)'],巴里·索南菲尔德,['\n        '],黑衣人 Men in Black,8.1,艾德·索罗门,98分钟,"['喜剧', '动作', '科幻']"
376,0.7%,1.9%,12.8%,36.8%,47.8%,埃米尔·赫斯基,165844,['\n        '],['2007-09-21(美国)'],西恩·潘,['\n        '],荒野生存 Into the Wild,8.6,西恩·潘,148分钟,"['剧情', '传记', '冒险']"
377,0.1%,0.7%,12.0%,41.4%,45.8%,亨弗莱·鲍嘉,166413,['\n        '],"['1943-07-07(中国大陆)', '1942-11-26(纽约首映)', '1943-01-23(美国)']",迈克尔·柯蒂兹,['\n        '],卡萨布兰卡 Casablanca,8.6,朱利叶斯·J·爱泼斯坦,102分钟,"['剧情', '爱情', '战争']"
378,5.5%,8.8%,31.4%,34.5%,19.8%,吴京,678390,['\n        '],['2017-07-27(中国大陆)'],吴京,['\n        '],战狼2,7.1,吴京,123分钟,"['动作', '战争']"
379,0.2%,0.9%,14.9%,50.9%,33.2%,葛优,193023,['\n        '],['1997-12-24(中国大陆)'],冯小刚,['\n        '],甲方乙方,8.3,冯小刚,90分钟,['喜剧']
380,0.1%,1.0%,18.1%,49.3%,31.4%,约翰尼·德普,278996,['\n        '],"['2005-09-07(威尼斯电影节)', '2005-09-23(美国)', '2005-10-21(英国)']",蒂姆·波顿,['\n        '],僵尸新娘 Corpse Bride,8.2,蒂姆·波顿,77分钟,"['剧情', '动画', '奇幻']"
381,0.3%,0.6%,4.2%,20.1%,74.9%,路易吉·洛·卡肖,36727,['\n        '],['2003-06-22'],马可·图利奥·吉奥达纳,['\n        '],灿烂人生 La meglio gioventù,9.4,桑德罗·佩特拉利亚,366分钟,"['剧情', '爱情', '家庭']"
382,0.2%,1.5%,19.9%,48.2%,30.2%,马修·麦康纳,189886,['\n        '],"['2017-02-17(中国大陆)', '2016-09-11(多伦多电影节)', '2016-12-21(美国)']",加斯·詹宁斯,['\n        '],欢乐好声音 Sing,8.1,加斯·詹宁斯,108分钟,"['喜剧', '动画', '歌舞']"
383,0.4%,1.5%,17.9%,50.4%,29.7%,维拉·法米加,298472,['\n        '],['2009-07-24(美国/加拿大)'],佐米·希尔拉,['\n        '],孤儿怨 Orphan,8.1,大卫·莱斯利·约翰逊-麦戈德里克,123 分钟,"['悬疑', '惊悚', '恐怖']"
384,0.4%,0.9%,10.4%,43.7%,44.7%,凯文·史派西,138771,['\n        '],['2003-02-21(美国)'],艾伦·帕克,['\n        '],大卫·戈尔的一生 The Life of David Gale,8.6,查尔斯·伦道夫,130 分钟,"['剧情', '悬疑', '犯罪']"
385,0.1%,0.6%,14.1%,50.4%,34.8%,梅艳芳,190720,['\n        '],['1987-12-05(中国台湾)'],关锦鹏,['\n        '],胭脂扣,8.4,邱刚健,96分钟(香港),"['剧情', '爱情', '奇幻']"
386,0.9%,2.3%,15.2%,46.3%,35.5%,滨津隆之,122223,['\n        '],"['2017-11-04(东京首映)', '2018-06-23(日本)']",上田慎一郎,['\n        '],摄影机不要停！ カメラを止めるな！,8.3,上田慎一郎,96分钟,"['喜剧', '恐怖']"
387,0.1%,0.5%,8.9%,42.6%,47.8%,塔拉吉·P·汉森,86220,['\n        '],['2016-12-25(美国)'],西奥多·梅尔菲,['\n        '],隐藏人物 Hidden Figures,8.8,艾莉森·施罗德,127分钟,"['剧情', '传记', '历史']"
388,0.3%,1.1%,13.2%,46.7%,38.7%,塞缪尔·杰克逊,153156,['\n        '],"['2015-12-07(洛杉矶首映)', '2015-12-30(美国)']",昆汀·塔伦蒂诺,['\n        '],八恶人 The Hateful Eight,8.4,昆汀·塔伦蒂诺,168分钟(数字版),"['剧情', '犯罪', '西部']"
389,1.4%,4.8%,32.9%,42.2%,18.7%,徐峥,595212,['\n        '],['2012-12-12(中国大陆)'],徐峥,['\n        '],人再囧途之泰囧,7.4,徐峥,105分钟,['喜剧']
390,0.1%,0.6%,11.0%,44.9%,43.4%,克林特·伊斯特伍德,140834,['\n        '],['2004-12-15(美国)'],克林特·伊斯特伍德,['\n        '],百万美元宝贝 Million Dollar Baby,8.6,F·X·图尔,132 分钟,"['剧情', '运动']"
391,0.2%,1.5%,28.1%,49.9%,20.2%,托比·马奎尔,254077,['\n        '],"['2002-08-07(中国大陆)', '2002-05-03(美国)']",山姆·雷米,['\n        '],蜘蛛侠 Spider-Man,7.8,大卫·凯普,121 分钟,"['动作', '科幻', '冒险']"
392,0.2%,0.9%,15.4%,43.8%,39.8%,森山周一郎,129607,['\n        '],['1992-07-18(日本)'],宫崎骏,['\n        '],红猪 紅の豚,8.4,宫崎骏,94分钟,"['喜剧', '动画', '冒险']"
393,0.1%,0.8%,18.7%,54.6%,25.8%,汤姆·克鲁斯,183796,['\n        '],['1996-05-22(美国)'],布莱恩·德·帕尔玛,['\n        '],碟中谍 Mission: Impossible,8.1,大卫·凯普,110 分钟,"['动作', '惊悚', '冒险']"
394,0.2%,1.5%,28.5%,51.5%,18.3%,休·杰克曼,217147,['\n        '],['2000-07-14(美国)'],布莱恩·辛格,['\n        '],X战警 X-Men,7.7,大卫·海特,104 分钟,"['动作', '科幻']"
395,0.2%,0.8%,10.1%,37.8%,51.1%,蕾妮·齐薇格,98484,['\n        '],['2002-12-27(美国)'],罗伯·马歇尔,['\n        '],芝加哥 Chicago,8.8,比尔·康顿,113 分钟,"['喜剧', '歌舞', '犯罪']"
396,0.1%,1.2%,19.4%,50.1%,29.1%,比利·克里斯托,256536,['\n        '],"['2013-08-23(中国大陆)', '2013-06-21(美国)']",丹·斯坎隆,['\n        '],怪兽大学 Monsters University,8.1,罗伯特·L·贝尔德,104分钟,"['喜剧', '动画', '冒险']"
397,0.3%,1.6%,21.3%,50.2%,26.5%,米拉·乔沃维奇,189197,['\n        '],['2002-03-15(美国)'],保罗·安德森,['\n        '],生化危机 Resident Evil,8.0,保罗·安德森,100 分钟,"['动作', '科幻', '恐怖']"
398,0.1%,0.9%,16.5%,49.2%,33.2%,埃迪·雷德梅恩,180329,['\n        '],"['2014-09-07(多伦多电影节)', '2014-11-26(美国)', '2015-01-01(英国)']",詹姆斯·马什,['\n        '],万物理论 The Theory of Everything,8.3,安东尼·麦卡滕,123分钟,"['剧情', '爱情', '传记']"
399,0.3%,1.2%,13.9%,43.7%,40.9%,拉尔夫·费因斯,217082,['\n        '],"['1996-12-06(美国)', '1997-03-14(英国)']",安东尼·明格拉,['\n        '],英国病人 The English Patient,8.5,迈克尔·翁达杰,162分钟,"['剧情', '爱情', '战争']"
400,0.1%,0.8%,16.9%,51.0%,31.2%,雷·罗马诺,184537,['\n        '],"['2009-07-08(中国大陆)', '2009-07-01(美国)']",卡洛斯·沙尔丹哈,['\n        '],冰川时代3 Ice Age: Dawn of the Dinosaurs,8.2,彼得·阿克曼,94 分钟,"['喜剧', '动画', '冒险']"
401,1.4%,2.7%,15.4%,38.7%,41.8%,娜奥米·沃茨,302655,['\n        '],"['2001-05-16(戛纳电影节)', '2001-10-12(美国)', '2001-11-21(法国)']",大卫·林奇,['\n        '],穆赫兰道 Mulholland Dr.,8.3,大卫·林奇,147分钟,"['剧情', '悬疑', '惊悚']"
402,0.1%,0.4%,7.8%,36.5%,55.1%,江守彻,82566,['\n        '],['2003-11-08'],今敏,['\n        '],东京教父 東京ゴッドファーザーズ,8.9,今敏,92分钟,"['剧情', '喜剧', '动画']"
403,0.1%,1.0%,15.3%,48.0%,35.5%,詹姆斯·麦卡沃伊,210194,['\n        '],"['2008-02-22(中国大陆)', '2007-09-07(英国)']",乔·赖特,[' '],赎罪 Atonement,8.4,克里斯托弗·汉普顿,123分钟,"['剧情', '爱情', '悬疑', '战争']"
404,0.2%,0.2%,2.7%,20.1%,76.8%,罗伯特·卡明斯,13716,['\n        '],['1954-09-20(美国)'],富兰克林·沙夫纳,['\n        '],十二怒汉（电视版） Studio One: Twelve Angry Men,9.5,雷金纳德·罗斯,52分钟,"['剧情', '悬疑', '犯罪']"
405,0.4%,2.8%,29.7%,46.7%,20.4%,杰克·布莱克,259829,['\n        '],['2016-01-29(美国/中国大陆)'],吕寅荣,[' '],功夫熊猫3 Kung Fu Panda 3,7.7,乔纳森·阿贝尔,95分钟,"['喜剧', '动作', '动画', '冒险']"
406,0.2%,0.8%,11.9%,48.2%,38.9%,徐英姬,129019,['\n        '],['2010-09-02(韩国)'],张哲洙,['\n        '],金福南杀人事件始末 김복남 살인사건의 전말,8.5,张哲洙,116分钟,"['剧情', '惊悚', '犯罪']"
407,0.3%,0.9%,10.6%,45.2%,43.0%,颜丙燕,137107,['\n        '],['2012-11-16(中国大陆)'],王竞,['\n        '],万箭穿心,8.6,吴楠,118分钟,"['剧情', '家庭']"
408,0.1%,1.0%,21.1%,50.4%,27.3%,格雷格·T·尼尔森,212394,['\n        '],"['2005-01-28(中国大陆)', '2004-11-05(美国)']",布拉德·伯德,[' '],超人总动员 The Incredibles,8.1,布拉德·伯德,115分钟,"['喜剧', '动作', '动画', '冒险']"
409,0.4%,2.4%,28.8%,49.4%,19.0%,克里斯·帕拉特,308787,['\n        '],"['2015-06-10(中国大陆)', '2015-06-12(美国)']",科林·特雷沃罗,['\n        '],侏罗纪世界 Jurassic World,7.7,里克·杰法,124分钟,"['动作', '科幻', '冒险']"
410,1.1%,3.8%,24.1%,46.1%,24.8%,小连杀,273168,['\n        '],['2017-07-13(中国大陆)'],不思凡,[' '],大护法,7.8,不思凡,95分钟,"['喜剧', '动画', '奇幻', '冒险']"
411,0.2%,1.0%,12.4%,44.5%,41.9%,桑德拉·布洛克,149463,['\n        '],['2009-11-20'],约翰·李·汉考克,[' '],弱点 The Blind Side,8.5,约翰·李·汉考克,USA: 129 分钟,"['剧情', '家庭', '传记', '运动']"
412,0.1%,1.0%,19.4%,53.4%,26.0%,雷·罗马诺,180500,['\n        '],"['2006-06-09(中国大陆)', '2014-10-13(中国大陆 3D)', '2006-03-31(美国)']",卡洛斯·沙尔丹哈,['\n        '],冰川时代2：融冰之灾 Ice Age: The Meltdown,8.1,彼得·高尔克,91 分钟,"['喜剧', '动画', '冒险']"
413,0.2%,1.3%,22.2%,49.1%,27.2%,周星驰,200058,['\n        '],['1992-07-30(中国香港)'],王晶,[' '],鹿鼎记 鹿鼎記,8.0,王晶,110分钟,"['喜剧', '动作', '武侠', '古装']"
414,1.0%,3.3%,27.8%,47.9%,20.1%,徐帆,312106,['\n        '],['2010-07-22(中国大陆)'],冯小刚,['\n        '],唐山大地震,7.7,思芜,139分钟,"['剧情', '历史', '灾难']"
415,0.5%,2.4%,26.2%,48.8%,22.1%,范·迪塞尔,205922,['\n        '],"['2013-07-26(中国大陆)', '2013-05-24(美国)']",林诣彬,['\n        '],速度与激情6 Furious 6,7.8,克里斯·摩根,130分钟,"['动作', '惊悚', '犯罪']"
416,0.4%,1.4%,13.9%,41.5%,42.9%,埃拉·科尔特兰,172743,['\n        '],"['2014-01-19(圣丹斯电影节)', '2014-08-15(美国)']",理查德·林克莱特,['\n        '],少年时代 Boyhood,8.5,理查德·林克莱特,165分钟,"['剧情', '家庭']"
417,0.3%,1.6%,22.8%,53.0%,22.4%,伊尔凡·可汗,135893,['\n        '],"['2018-04-04(中国大陆)', '2017-05-19(印度)']",萨基特·乔杜里,['\n        '],起跑线 Hindi Medium,7.9,萨基特·乔杜里,132分钟,"['剧情', '喜剧']"
418,0.2%,1.0%,19.3%,52.4%,27.2%,阿诺·施瓦辛格,142352,['\n        '],"['1992-06(中国大陆)', '1984-10-26(美国)']",詹姆斯·卡梅隆,['\n        '],终结者 The Terminator,8.1,詹姆斯·卡梅隆,107分钟,"['动作', '科幻', '惊悚']"
419,1.3%,3.2%,23.3%,45.7%,26.6%,桑德拉·布洛克,332732,['\n        '],"['2013-11-19(中国大陆)', '2013-08-28(威尼斯电影节)', '2013-10-04(美国)']",阿方索·卡隆,['\n        '],地心引力 Gravity,7.9,阿方索·卡隆,91分钟,"['科幻', '惊悚', '灾难']"
420,0.5%,3.5%,28.1%,42.5%,25.3%,周星驰,255526,['\n        '],['2001-07-12(中国香港)'],周星驰,['\n        '],少林足球,7.8,周星驰,113分钟,"['喜剧', '动作', '运动']"
421,0.3%,1.0%,11.7%,38.6%,48.4%,庄司美代子,132144,['\n        '],"['2001-07-28(加拿大奇幻电影节)', '2002-09-14(日本)']",今敏,['\n        '],千年女优 千年女優,8.7,今敏,87 分钟,"['剧情', '爱情', '动画']"
422,0.3%,1.5%,14.6%,46.1%,37.5%,张艾嘉,125104,['\n        '],"['2017-11-03(中国大陆)', '2017-10-21(釜山电影节)']",张艾嘉,['\n        '],相爱相亲,8.4,张艾嘉,120分钟,"['剧情', '爱情', '家庭']"
423,0.6%,3.3%,28.5%,40.7%,26.9%,周杰伦,342957,['\n        '],"['2007-07-27(中国台湾)', '2007-07-31(中国大陆)']",周杰伦,['\n        '],不能说的秘密 不能說的·祕密,7.8,周杰伦,101分钟,"['爱情', '音乐', '奇幻']"
424,0.5%,2.1%,23.1%,48.1%,26.2%,杨千嬅,397821,['\n        '],"['2010-03-25(中国香港)', '2010-06-18(中国大陆)']",彭浩翔,['\n        '],志明与春娇 志明與春嬌,7.9,麦曦茵,104分钟(香港),"['剧情', '喜剧', '爱情']"
425,0.4%,2.1%,25.9%,53.0%,18.7%,刘德华,291183,['\n        '],"['2015-09-30(中国大陆)', '2015-09-26(丝绸之路电影节)']",丁晟,['\n        '],解救吾先生,7.7,丁晟,106分钟,"['剧情', '犯罪']"
426,0.4%,2.4%,24.4%,45.2%,27.7%,梁朝伟,197414,['\n        '],['2003-12-12(中国大陆/中国香港/中国台湾)'],刘伟强,[' '],无间道3：终极无间 無間道III 終極無間,7.9,麦兆辉,107分钟(公映版),"['剧情', '动作', '惊悚', '犯罪']"
427,0.5%,2.2%,23.5%,44.6%,29.3%,庵野秀明,152646,['\n        '],['2013-07-20(日本)'],宫崎骏,['\n        '],起风了 風立ちぬ,8.0,宫崎骏,126分钟,"['剧情', '爱情', '动画']"
428,1.3%,5.0%,31.6%,44.2%,17.9%,陈坤,464005,['\n        '],['2015-12-18(中国大陆)'],乌尔善,[' '],寻龙诀,7.5,张家鲁,125分钟(中国大陆),"['剧情', '动作', '奇幻', '冒险']"
429,0.2%,1.3%,17.9%,44.8%,35.8%,陈柏霖,322148,['\n        '],['2002-09-27(中国台湾)'],易智言,['\n        '],蓝色大门 藍色大門,8.3,易智言,85分钟,"['剧情', '爱情', '同性']"
430,2.0%,4.5%,20.6%,38.4%,34.6%,吉约姆·卡内,378747,['\n        '],['2003-09-17(法国)'],杨·塞谬尔,['\n        '],两小无猜 Jeux d'enfants,8.0,杨·塞谬尔,93 分钟,"['剧情', '喜剧', '爱情']"
431,0.2%,0.6%,9.2%,37.5%,52.4%,本尼迪克特·康伯巴奇,22180,['\n        '],['2014-01-12(英国)'],尼克·赫伦,['\n        '],神探夏洛克：最后的誓言 Sherlock: His Last Vow,8.8,史蒂文·莫法特,90分钟,"['剧情', '悬疑', '犯罪']"
432,0.6%,2.7%,24.8%,48.0%,23.8%,莱昂纳多·迪卡普里奥,228192,['\n        '],"['2013-12-17(纽约首映)', '2013-12-25(美国)']",马丁·斯科塞斯,[' '],华尔街之狼 The Wolf of Wall Street,7.8,特伦斯·温特,180分钟,"['剧情', '喜剧', '传记', '犯罪']"
433,0.6%,2.2%,16.3%,40.0%,40.9%,哈里森·福特,134997,['\n        '],['1982-06-25(美国)'],雷德利·斯科特,['\n        '],银翼杀手 Blade Runner,8.4,汉普顿·范彻,117分钟,"['科幻', '惊悚']"
434,0.2%,1.4%,29.1%,52.5%,16.8%,帕特里克·斯图尔特,187350,['\n        '],"['2003-09-29(中国大陆)', '2003-05-02(美国)']",布莱恩·辛格,['\n        '],X战警2 X2,7.7,迈克尔·道赫蒂,133 分钟,"['动作', '科幻', '惊悚']"
435,0.2%,1.5%,22.5%,50.3%,25.4%,杰克·布莱克,343748,['\n        '],"['2011-05-28(中国大陆)', '2011-05-26(美国)']",吕寅荣,[' '],功夫熊猫2 Kung Fu Panda 2,8.0,乔纳森·阿贝尔,91分钟,"['喜剧', '动作', '动画', '冒险']"
436,0.2%,1.7%,26.7%,51.8%,19.6%,汤姆·克鲁斯,253167,['\n        '],"['2015-09-08(中国大陆)', '2015-07-31(美国)']",克里斯托弗·麦奎里,['\n        '],碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,7.8,克里斯托弗·麦奎里,131分钟,"['动作', '惊悚', '冒险']"
437,0.2%,1.0%,13.2%,48.4%,37.1%,贝伦·鲁埃达,31673,['\n        '],['2017-12-01(西班牙)'],阿莱克斯·德·拉·伊格莱西亚,['\n        '],完美陌生人(西班牙版) Perfectos desconocidos,8.4,阿莱克斯·德·拉·伊格莱西亚,97分钟,['喜剧']
438,0.2%,1.4%,16.0%,48.0%,34.4%,狄龙,95413,['\n        '],['1987-12-17(中国香港)'],吴宇森,['\n        '],英雄本色2,8.3,徐克,105 分钟,"['剧情', '动作', '犯罪']"
439,0.2%,0.8%,10.2%,37.7%,51.1%,大卫·罗尔,116093,['\n        '],"['2016-08-12(中国大陆)', '2014-09-06(多伦多电影节)', '2015-07-10(爱尔兰)']",汤姆·摩尔,['\n        '],海洋之歌 Song of the Sea,8.8,汤姆·摩尔,93分钟,"['动画', '奇幻', '冒险']"
440,0.1%,0.8%,13.7%,45.5%,39.9%,罗素·克劳,154510,['\n        '],['2000-05-05(美国)'],雷德利·斯科特,['\n        '],角斗士 Gladiator,8.5,大卫·弗兰佐尼,155分钟,"['剧情', '动作', '冒险']"
441,0.2%,1.7%,25.1%,49.5%,23.5%,娜奥米·沃茨,230534,['\n        '],"['2006-01-12(中国大陆)', '2005-12-05(纽约首映)', '2005-12-14(美国)']",彼得·杰克逊,['\n        '],金刚 King Kong,7.9,弗兰·威尔士,187分钟,"['动作', '奇幻', '冒险']"
442,0.4%,1.7%,19.3%,48.4%,30.3%,金敏喜,188199,['\n        '],"['2016-05-14(戛纳电影节)', '2016-06-01(韩国)']",朴赞郁,['\n        '],小姐 아가씨,8.1,郑瑞景,145分钟,"['剧情', '悬疑', '同性']"
443,0.3%,0.5%,5.1%,20.9%,73.2%,李雪健,17907,['\n        '],['1999-12-12(中国大陆)'],陈国星,['\n        '],横空出世,9.3,陈怀国,110分钟,"['剧情', '历史']"
444,0.3%,1.8%,24.8%,50.2%,22.8%,西尔莎·罗南,211391,['\n        '],"['2017-09-01(特柳赖德电影节)', '2017-11-03(美国)']",格蕾塔·葛韦格,['\n        '],伯德小姐 Lady Bird,7.9,格蕾塔·葛韦格,93分钟,"['剧情', '家庭']"
445,0.2%,1.4%,17.2%,44.9%,36.3%,凯特·布兰切特,182831,['\n        '],"['2015-05-17(戛纳电影节)', '2015-11-27(英国)', '2016-01-15(美国)']",托德·海因斯,['\n        '],卡罗尔 Carol,8.3,菲丽丝·奈吉,118分钟,"['剧情', '爱情', '同性']"
446,0.5%,2.5%,23.7%,40.3%,33.0%,姜文,114397,['\n        '],['1999-07-30(中国大陆)'],常光希,['\n        '],宝莲灯,8.1,王大为,85分钟,['动画']
447,0.3%,2.0%,27.0%,48.7%,22.0%,周星驰,246961,['\n        '],['1996-02-16(中国香港)'],谷德昭,[' '],大内密探零零发 大內密探零零發,7.8,劳文生,89分钟,"['喜剧', '动作', '爱情', '古装']"
448,0.2%,1.1%,13.5%,47.2%,38.0%,克里斯蒂安·贝尔,130023,['\n        '],"['2015-11-12(AFI影展)', '2015-12-11(美国点映)', '2015-12-23(美国)']",亚当·麦凯,['\n        '],大空头 The Big Short,8.4,查尔斯·伦道夫,130分钟,"['剧情', '传记']"
449,0.3%,3.6%,29.6%,45.4%,21.0%,凯文·哈特,32627,['\n        '],"['2019-11-22(中国大陆)', '2017-09-08(多伦多电影节)', '2019-01-11(美国)']",尼尔·博格,['\n        '],触不可及(美版) The Upside,7.7,乔恩·哈特米尔,126分钟,"['剧情', '喜剧']"
450,0.3%,0.7%,8.8%,34.9%,55.3%,汤姆·哈迪,112774,['\n        '],['2011-09-09(美国)'],加文·欧康诺,['\n        '],勇士 Warrior,8.9,加文·欧康诺,140分钟,"['剧情', '家庭', '运动']"
451,0.1%,0.6%,11.4%,44.8%,43.2%,迈克尔·J·福克斯,111349,['\n        '],['1985-07-03(美国)'],罗伯特·泽米吉斯,['\n        '],回到未来 Back to the Future,8.6,罗伯特·泽米吉斯,116分钟,"['喜剧', '科幻', '冒险']"
452,0.8%,3.3%,26.1%,47.3%,22.4%,艾米·亚当斯,309842,['\n        '],"['2017-01-20(中国大陆)', '2016-09-01(威尼斯电影节)', '2016-11-11(美国)']",丹尼斯·维伦纽瓦,['\n        '],降临 Arrival,7.7,埃里克·海瑟尔,116分钟,"['剧情', '科幻']"
453,0.1%,0.7%,11.7%,43.4%,44.1%,詹姆斯·沃克,137567,['\n        '],['2008-12-07(美国)'],彼得·维纳,['\n        '],叫我第一名 Front of the Class,8.6,托马斯·里克曼,95分钟,"['剧情', '传记']"
454,0.4%,1.8%,21.0%,49.4%,27.4%,威尔·史密斯,200645,['\n        '],"['1996-07-02(加拿大)', '1996-07-03(美国)']",罗兰·艾默里奇,[' '],独立日 Independence Day,8.0,罗兰·艾默里奇,145分钟,"['动作', '科幻', '冒险', '灾难']"
455,0.8%,2.1%,17.6%,49.7%,29.8%,廖凡,208419,['\n        '],"['2015-12-10(中国大陆)', '2015-11-11(台北金马影展)']",徐浩峰,['\n        '],师父,8.1,徐浩峰,109分钟,"['剧情', '动作', '武侠']"
456,0.6%,1.7%,12.4%,37.9%,47.4%,星野源,73142,['\n        '],['2017-04-07(日本)'],汤浅政明,[' '],春宵苦短，少女前进吧！ 夜は短し歩けよ乙女,8.6,上田诚,93分钟,"['喜剧', '爱情', '动画', '奇幻']"
457,0.3%,1.2%,14.2%,40.9%,43.3%,李晋纬,147978,['\n        '],['2001-12-15'],袁建滔,['\n        '],麦兜故事 麥兜故事,8.5,谢立文,Japan: 75 分钟,"['剧情', '喜剧', '动画']"
458,0.2%,1.3%,18.9%,50.7%,28.9%,杰西·艾森伯格,335035,['\n        '],"['2010-09-24(纽约电影节)', '2010-10-01(美国)']",大卫·芬奇,['\n        '],社交网络 The Social Network,8.1,艾伦·索金,120 分钟,"['剧情', '传记']"
459,0.2%,1.5%,24.2%,50.2%,23.9%,周星驰,272533,['\n        '],['1996-12-21(中国香港)'],李力持,['\n        '],食神,7.9,劳文生,88分钟,"['喜剧', '动作']"
460,0.2%,0.9%,15.0%,46.6%,37.2%,李连杰,126632,['\n        '],['1992-06-26(中国香港)'],程小东,[' '],笑傲江湖2：东方不败 笑傲江湖II東方不敗,8.4,徐克,107分钟,"['剧情', '爱情', '武侠', '古装']"
461,1.0%,3.7%,23.6%,39.0%,32.6%,水田山葵,205643,['\n        '],"['2015-05-28(中国大陆)', '2014-08-08(日本)']",八木龙一,['\n        '],哆啦A梦：伴我同行 STAND BY ME ドラえもん,8.0,山崎贵,95分钟,"['剧情', '动画']"
462,0.3%,2.3%,30.7%,49.2%,17.5%,休·杰克曼,183969,['\n        '],"['2006-09-08(中国大陆)', '2006-05-22(戛纳电影节)', '2006-05-26(美国)']",布莱特·拉特纳,['\n        '],X战警3：背水一战 X-Men: The Last Stand,7.6,西蒙·金伯格,104 分钟,"['动作', '科幻', '惊悚']"
463,0.2%,1.3%,19.3%,49.8%,29.5%,纳威尔·佩雷兹·毕斯卡亚特,24159,['\n        '],"['2019-04-30(中国大陆)', '2017-10-25(法国)']",阿尔贝·杜邦泰尔,['\n        '],天上再见 Au revoir là-haut,8.1,阿尔贝·杜邦泰尔,117分钟,"['喜剧', '战争', '犯罪']"
464,0.3%,1.1%,13.9%,44.6%,40.1%,罗伯特·德尼罗,136260,['\n        '],['1976-02-08(美国)'],马丁·斯科塞斯,['\n        '],出租车司机 Taxi Driver,8.5,保罗·施拉德,113分钟,"['剧情', '犯罪']"
465,0.1%,0.9%,16.4%,48.5%,34.1%,杰西·艾森伯格,262689,['\n        '],"['2011-04-08(中国大陆)', '2011-04-15(美国)']",卡洛斯·沙尔丹哈,['\n        '],里约大冒险 Rio,8.3,唐·莱默,96分钟,"['喜剧', '动画', '冒险']"
466,0.5%,1.9%,18.1%,46.3%,33.2%,汤米·李·琼斯,185949,['\n        '],"['2007-05-19(戛纳电影节)', '2007-11-21(美国)']",伊桑·科恩,['\n        '],老无所依 No Country for Old Men,8.2,乔尔·科恩,122 分钟,"['剧情', '惊悚', '犯罪']"
467,0.2%,1.0%,15.5%,50.7%,32.5%,叶德娴,242074,['\n        '],"['2012-03-08(中国大陆)', '2012-03-09(中国香港)', '2011-09-05(威尼斯电影节)']",许鞍华,['\n        '],桃姐,8.3,陈淑贤,118分钟,"['剧情', '家庭']"
468,0.4%,1.0%,10.1%,37.7%,50.9%,林庆台,121767,['\n        '],['2012-05-10(中国大陆)'],魏德圣,['\n        '],赛德克·巴莱 賽德克·巴萊,8.8,魏德圣,153分钟(中国大陆/国际版),"['剧情', '历史', '战争']"
469,0.1%,1.0%,19.0%,53.4%,26.4%,威尔·史密斯,197028,['\n        '],['2004-07-16(美国)'],亚历克斯·普罗亚斯,[' '],"我，机器人 I, Robot",8.1,Jeff Vintar,115 分钟,"['动作', '科幻', '悬疑', '惊悚']"
470,0.4%,2.3%,29.7%,48.2%,19.4%,布拉德·皮特,342756,['\n        '],"['2005-07-08(中国大陆)', '2005-06-07(加州首映)', '2005-06-10(美国)']",道格·里曼,['\n        '],史密斯夫妇 Mr. & Mrs. Smith,7.7,西蒙·金伯格,120分钟,"['喜剧', '动作', '爱情']"
471,1.2%,5.2%,34.1%,42.3%,17.2%,白百何,311918,['\n        '],['2015-08-13(中国大陆)'],韩延,['\n        '],滚蛋吧！肿瘤君,7.4,袁媛,128分钟,"['喜剧', '爱情']"
472,0.2%,1.7%,28.2%,48.0%,22.0%,周星驰,193703,['\n        '],['1991-07-18(中国香港)'],陈嘉上,['\n        '],逃学威龙 逃學威龍,7.8,陈嘉上,100分钟,"['喜剧', '动作', '爱情']"
473,0.5%,2.7%,29.2%,51.8%,15.8%,徐峥,296346,['\n        '],['2014-04-29(中国大陆)'],陈正道,['\n        '],催眠大师,7.6,任鹏,104分钟,"['剧情', '悬疑', '惊悚']"
